번호,신고일자,법인또는상호,운영상태,"소재지주소(도로명주소, 없으면 지번주소)",호스트서버 업체명,호스트서버 도메인명,호스트서버 도메인유형,취급품목,취급품목세부사항,판매방식
3914,20060419,나셀라,정상영업,경기도 양주시 경기도 양주시 고읍로 11-7， 111동 1505호 (고읍동， 산내들마을한양수자인),-,www.gmarket.co.kr www.auction.co.kr.www.blog.naver.com/nacella www.nacella.com,-,의류/패션/잡화/뷰티 교육/도서/완구/오락,-,인터넷
3915,20060417,㈜골드큐전자,정상영업,경기도 양주시 은현면 봉암리 95-3,-,옥션.11번가 G마켓,오픈,기타,의료기기 판매  전자제품 판매,인터넷
3916,20060413,띠앗스토리,폐업처리,경기도 양주시 덕정동 주공A 404-902,-,www.ddiatstory.co.kr,-,-,-,-
3917,20060407,디자인겔러리,직권취소,경기도 양주시 백석읍 방성리 515-1,-,www.joyimall.com www.interpark.com www.gmarket.co.kr www.aution.co.kr,-,-,-,-
3918,20060404,이사라,정상영업,경기도 양주시 덕정동151대명연립B-302,-,www.e-sara.co.kr,-,-,-,-
3919,20060404,slighting,타시군구이관,경기도 양주시 백석읍 방성리 176-3,-,www.slighting.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3920,20060329,양쥬베이비,정상영업,경기도 양주시 삼숭동 685-1자이프라자상가 2225호,-,www.towncyworld.com/angebaby,-,-,-,-
3921,20060328,초이스제화,정상영업,경기도 양주시 은현면 하패리364-1,-,http://1369.co.kr,-,-,-,-
3922,20060327,현대비데,폐업처리,경기도 양주시 광적면 가납리 375-3,-,www.hibidet.co.kr,-,-,-,-
3923,20060321,네임윅스,정상영업,경기도 양주시 삼숭동683-1자이a 304-305,-,www.nameworks.co.kr,-,-,-,-
3924,20060317,(선)물류,타시군구이관,경기도 양주시 경기도 양주시 광적면 현석로413번길 145,-,www.aution.com,-,-,-,-
3925,20060310,하기오스,직권취소,경기도 양주시 백석읍 동화a 104-202,-,www.hakius.com,-,-,-,-
3926,20060307,오헬진,직권취소,경기도 양주시 고읍동 푸른솔A 101-402,-,www.gmarket.co.kr www.aution.co.kr,-,-,-,-
3927,20060307,상수낚시,정상영업,경기도 양주시 경기도 양주시 남면 상수리 341번지 4호,-,www.naximarket.com,-,-,-,-
3928,20060306,클래니,직권취소,경기도 양주시 고암동 주원마을 215-804,-,www.cleni.com,-,-,-,-
3929,20060228,㈜워터엠,폐업처리,경기도 양주시 회암동 242-2,-,www.aution.co.kr,-,-,-,-
3930,20060228,GS ONE,정상영업,경기도 양주시 삼숭동 GS자이 411-1005,-,www.gs1.co.kr,-,-,-,-
3931,20060223,토탈라이프,폐업처리,경기도 양주시 경기도 양주시 천보산로 176-36 (회암동),-,www.aution.co.kr www.gmarket.co.kr www.water.co.kr,-,종합몰,-,인터넷
3932,20060221,따라쟁이 찌니,폐업처리,경기도 양주시 백석읍 복지리 동화a 103-406,-,http://town.cyworld.com,-,-,-,-
3933,20060217,베비해피버스데이,정상영업,경기도 양주시 삼숭동 성우A 110-1006,-,http://cafe.net/bebybirth,-,-,-,-
3934,20060214,진도마트,정상영업,경기도 양주시 광사동 대방a 109-602,-,www.jindomart.com,-,-,-,-
3935,20060214,한스마트,정상영업,경기도 양주시 백석읍 복지리 123-1,-,www.gmarket.co.kr www.onket.com,-,-,-,-
3936,20060214,오리코,직권취소,경기도 양주시 봉양동 428-5,-,www.orikocafe24.com,-,-,-,-
3937,20060208,양주진도연구소,직권취소,경기도 양주시 유양동 602,-,www.jindo7.com,-,-,-,-
3938,20060202,춘천연옥매직비디오,폐업처리,경기도 양주시 남방동 517-2,-,오픈마켓,오픈,-,-,-
3939,20060202,베이비룩스,직권취소,경기도 양주시 덕계동 804  2층 108호,-,www.gmarket.co.kr,-,-,-,-
3940,20060202,레인보,정상영업,경기도 양주시 옥정동 66,-,www.aution.co.kr,-,-,-,-
3941,20060120,㈜도서출판 종이나라,정상영업,경기도 양주시 광적면 우고리 86-4,-,www.jongienara-book.co.kr,-,-,-,-
3942,20060120,신일플러머,정상영업,경기도 양주시 남면 경신리 277-3,-,www.shinilshop.net,-,-,-,-
3943,20060120,로제타코리아,직권취소,경기도 양주시 고암동 동안마을311-1503,-,http://metamorphy.cafe24.com,-,-,-,-
3944,20060117,기타마트,정상영업,경기도 양주시 백석읍 방성리 6-1 3층,-,www.guitarmart.co.kr,-,-,-,-
3945,20060116,가게그리고,정상영업,경기도 양주시 삼숭동 269-1,-,www.shopand.co.kr,-,-,-,-
3946,20060116,다룸모드,타시군구이관,경기도 양주시 삼숭동 10-5 가동,-,www.mong-sil.com,-,-,-,-
3947,20060113,INDE 31,폐업처리,경기도 양주시 덕정동 청담마을402-901,-,www.openmarket.com www.interpark.com,-,-,-,-
3948,20060112,FPOIBOS,정상영업,경기도 양주시 덕정동 한국A 106-206,-,www.fpoibos.com,-,의류/패션/잡화/뷰티,-,인터넷
3949,20060111,내츄럴 티,정상영업,경기도 양주시 남면 경신리 206-2,-,www.natea.co.kr,-,-,-,-
3950,20060111,아기마을,직권취소,경기도 양주시 덕계동 대우푸르지오108-1105,-,www.agi-mall.com www.happ-homedeco.com,-,-,-,-
3951,20060111,JENGY,폐업처리,경기도 양주시 광적면 가납리 739-12,-,www.jengy.com,-,-,-,-
3952,20060102,우리장,정상영업,경기도 양주시 옥정동 18-20,-,http://worijang.com,-,-,-,-
3953,20060105,soho shop,정상영업,경기도 양주시 덕계동614-46원창맨션107-301,-,www.gmarket.co.kr www.auction.co.kr,-,-,-,-
3954,20060105,㈜트리즈,정상영업,경기도 양주시 님면 상수리 220-1,-,http://gs생활건강.com,-,-,-,-
3955,20060105,네오,정상영업,경기도 양주시 경기도 양주시 율정로165번길 92 (율정동),-,옥션 지마켓 11번가 CJ GS H몰 롯데외,-,가구/수납용품,생활용품 가구 물류운송,인터넷
3956,20060103,엘리스,직권취소,경기도 양주시 백석읍 방성리 대교a 101-103,-,www.aution.co.kr,-,-,-,-
3957,20051229,walcome2002,정상영업,경기도 양주시 남면 신산리 324-29,-,www.auction.co.kr www.Gmarket.co.kr www.powerdealer.co.kr www.onket.co.kr www.interpark.co.kr,-,-,-,-
3958,20051227,NETPIA,정상영업,경기도 양주시 회정동 434-22,-,www.epocheon.net,-,-,-,-
3959,20051226,㈜필룩스,정상영업,경기도 양주시 경기도 양주시 광적면 광적로 235-48,-,www.feelux.com www.jjatoori.com www.feeluxshop.com www.feeluxart.com,개인,가전 기타,조명기구,인터넷
3960,20051222,해사랑,폐업처리,경기도 양주시 고읍동 272-3,-,www.mrmarket.co.kr,-,-,-,-
3961,20051219,웨어몰,정상영업,경기도 양주시 고암동 166-3,-,www.wearmall.co.kr,-,-,-,-
3962,20051216,비비디홀릭,정상영업,경기도 양주시 백석읍 방성리 164-13한양그린빌라a-202,-,www.vividholic.com,-,-,-,-
3963,20051209,제인하우스,직권취소,경기도 양주시 삼숭동 자이a 111-1201,-,www.tanehouse.co.kr,-,의류/패션/잡화/뷰티,-,인터넷
3964,20051207,케이엔씨인터내셔날,직권취소,경기도 양주시 백석읍 복지리 59-4 가야써니빌505-901,-,www.gmarket.co.kr www.aution.co.kr www.gsestore.co.kr,-,-,-,-
3965,20051206,린 넷프라이즈,직권취소,경기도 양주시 남면 입암리380,-,www.gmarket.co.kr,-,-,-,-
3966,20051126,(주)한배,정상영업,경기도 양주시 경기도 양주시 천보산로 88 (회암동),-,www.9pc4989.com,-,컴퓨터/사무용품,컴퓨터  전자  통신기기,인터넷
3967,20051123,㈜아잉컴퍼니,정상영업,경기도 양주시 광적면 석우리 376-3， 101호,-,www.naver.com,-,-,-,-
3968,20051118,뜰안채,정상영업,경기도 양주시 장흥면 삼하리 389-10,-,www.omytea.com,-,-,-,-
3969,20051117,미스터츄리,정상영업,경기도 양주시 경기도 양주시 은현면 하패리 277-6,-,www.mr-tree.co.kr,-,-,츄리장식,인터넷
3970,20051117,양지식품,정상영업,경기도 양주시 경기도 양주시 백석읍 호명로 120， 가동 101호,-,www.죽마루.한국,-,-,-,인터넷
3971,20051116,삼성기계,정상영업,경기도 양주시 율정동 583，584,-,www.auction.co.kr www.gmarket.co.kr www.interpark.com www.ddm.com www.naggama.co.kr www.bestket.com,-,-,-,-
3972,20051115,러브하우스,정상영업,경기도 양주시 회정동369범양A 107-1104,-,www.cafe.daum.net/lovehousetop,-,-,-,-
3973,20051114,세종악기,정상영업,경기도 양주시 광적면 우고리 460-1,-,www.sejongguitar.com www.sejongmusic.net,-,-,-,-
3974,20051111,자연아이,정상영업,경기도 양주시 고암동 493-62,-,www.auction.co.kr www.gmarket.co.kr www.interpark.com www.gsestore.co.kr,-,-,-,-
3975,20051111,삐삐애나,정상영업,경기도 양주시 광사동131-4대방샤인힐106-1503,-,www.pipiaena.com,-,-,-,-
3976,20051108,원앙이불,직권취소,경기도 양주시 백석읍 복지리 가야a  505-808,-,www.sweetmama.co.kr,-,-,-,-
3977,20051107,백작,직권취소,경기도 양주시 회정동 범양A 105-402,-,www.Gmarket.co.kr,-,-,-,-
3978,20051107,핑크이모,직권취소,경기도 양주시 삼숭동 자이A 302-704,-,www.pinkemo.com,-,-,-,-
3979,20051020,소정농원,폐업처리,경기도 양주시 장흥면 삼하리 142-1,-,www.plantsmarket.co.kr,-,-,-,-
3980,20051013,서울금속,정상영업,경기도 양주시 장흥면 부곡리 194-1,-,seoulladder.co.kr,-,-,-,-
3981,20051013,에이엠시스템,정상영업,경기도 양주시 광사동 131-4,-,www.lottoschool.net,-,-,-,-
3982,20051012,명품섬유,정상영업,경기도 양주시 경기도 양주시 화합로1325번길 141 (덕정동),고도몰,www.ilovescarf.com,-,-,-,-
3983,20051011,삼  성,폐업처리,경기도 양주시 광적면 가납리 271-1,-,www.auction.co.kr,-,-,-,-
3984,20051011,수입아동복개미나라,정상영업,경기도 양주시 덕정동 주공a 513-103,-,www.antsworld.co.kr,-,-,-,-
3985,20051007,마르시안,직권취소,경기도 양주시 백석읍 복지리 동화a 202-1503,-,www.apple1221.ezeo.net,-,-,-,-
3986,20051007,프린세스스타일,폐업처리,경기도 양주시 장흥면 부곡리 우리마을102-1003,-,www.princess-stylie.co.kr,-,-,-,-
3987,20051005,보헤미안컬렉션,폐업처리,경기도 양주시 광사동 대방A 107-904,-,www.cyworld.com,-,-,-,-
3988,20051004,㈜아이엠엑스,직권취소,경기도 양주시 은현면 선암리 64-1,-,www.im-x.co.kr,-,-,-,-
3989,20050930,디자인지민,직권취소,경기도 양주시 삼숭동 성우@104-1303,-,www.adminj.com,-,-,-,-
3990,20050930,행복가구,정상영업,경기도 양주시 율정동 594-6,-,www.gagudumping.com,-,-,-,-
3991,20050930,㈜필드엔젤,정상영업,경기도 양주시 광적면 석우리716-1제일빌딩2층204호,-,GS.CJ,-,-,-,-
3992,20050927,애니타임,폐업처리,경기도 양주시 고암동 동안마을306-1103,-,www.acution.co.kr,-,-,-,-
3993,20050927,이노바이크,정상영업,경기도 양주시 옥정동 805-11,-,www.innobike.co.kr,-,-,-,-
3994,20050922,예술도서,폐업처리,경기도 양주시 백석읍 복지리 동화a 204-1505,-,byus.net,-,-,-,-
3995,20050901,㈜인디뮤직,직권취소,경기도 양주시 광적면 덕도리 860-1,-,indiemusic.co.kr,-,-,-,-
3996,20050908,세진산업,정상영업,경기도 양주시 광적면 광석리 506,-,www.boxkingdom.com,-,-,-,-
3997,20050905,제이엔제이,타시군구이관,경기도 양주시 율정동 472-21,-,www.xpbox.co.kr,-,-,-,-
3998,20050831,원다(상수),폐업처리,경기도 양주시 남면 상수리 341-4,-,www.auction.co.kr,-,-,-,-
3999,20050831,스나이퍼,정상영업,경기도 양주시 광사동 312,-,mveyesports.net,-,-,-,-
4000,20050824,웃음을 주는 광고,폐업처리,경기도 양주시 장흥면 부곡리 540-25,-,giftsmile.co.kr,-,기타,홍보문 제작  판매,인터넷
4001,20050824,오즈비즈,정상영업,경기도 양주시 삼숭동564나래a 108-802,-,www.ozbz.co.kr,-,-,-,-
4002,20050816,키드캣,직권취소,경기도 양주시 백석읍 복지리 동화A 301-805,-,kidcat.co.kr,-,-,-,-
4003,20050720,노래약닷컴,직권취소,경기도 양주시 산북동 255-5,-,www.noraeyak.com,-,-,-,-
4004,20050720,㈜좋은나라,정상영업,경기도 양주시 백석읍 연곡리 163-3,-,www.watertowel.how2mall.co.kr,-,기타,물티슈,인터넷
4005,20050718,대한지공,폐업처리,경기도 양주시 율정동 124,-,www.boxzip.com,-,-,-,-
4006,20050715,우드플러스,정상영업,경기도 양주시 율정동 423-1,-,www.auction.co.kr,-,-,-,-
4007,20050708,효지킴이,정상영업,경기도 양주시 광사동 대방A 104-1002,가비야,www.hyojikimi.co.kr,개인,기타,벌초대행,인터넷
4008,20050707,㈜혜인21,정상영업,경기도 양주시 경기도 양주시 광적면 삼일로 246,-,www.ceobaby.co.kr,-,기타,유아용품,인터넷
4009,20050704,원단쟁이,정상영업,경기도 양주시 옥정동 288-9,-,www.wondanjangi.com,-,-,-,-
4010,20050628,대원산사식품,직권취소,경기도 양주시 장흥면 석현리304-2,-,http://대원산사식품.com,-,-,-,-
4011,20050613,나래인터내셔널,직권취소,경기도 양주시 산북동 한승A 103-1501,-,www.goodscale.co.kr,-,-,-,-
4012,20050614,늘솜기획,정상영업,경기도 양주시 덕정동 210-2,-,NEULSOM.COM,-,-,-,-
4013,20050613,화성물류,직권취소,경기도 양주시 장흥면 교현리 135-4,-,www.jubangmall.com,-,-,-,-
4014,20050613,에이엠에스,정상영업,경기도 양주시 옥정동 383-10,-,amshp.co.kr,-,-,-,-
4015,20050610,에듀팝 일본어,폐업처리,경기도 양주시 덕정동 주공@516-801,-,www.edupop.co.kr,-,-,-,-
4016,20050607,다오름,폐업처리,경기도 양주시 광적면 우고리 150-11,-,www.okthis.com,-,-,-,-
4017,20050602,스타퍼니처,정상영업,경기도 양주시 광적면 광석리 243-1,-,www.starfurniture.co.kr,-,-,-,-
4018,20050602,정다운퀼트,정상영업,경기도 양주시 고암동 122 동안마을303-1906,-,www.jungdawoonquit.com,-,-,-,-
4019,20050601,경친회,정상영업,경기도 양주시 옥정동 358,-,www.Gmarket.co.kr www.whois.co.kr www.auction,-,-,-,-
4020,20050527,토탈카오디오,정상영업,경기도 양주시 봉양동 804-2,-,www.auction.co.kr,-,-,-,-
4021,20050525,띠아모가구,정상영업,경기도 양주시 율정동354-8,-,auction.co.kr gmarket.co.kr onket.daum.net,-,-,-,-
4022,20050523,무아피씽,정상영업,경기도 양주시 경기도 양주시 평화로 1140 (산북동),카페24,http://www.mooajak.com,개인,레져/여행/공연,-,인터넷
4023,20050503,경원피복산업,정상영업,경기도 양주시 남면 경신리 208-4,-,uniformart.co.kr,-,-,-,-
4024,20050429,베스트케이,타시군구이관,경기도 양주시 백석읍 복지리 134-23,-,best k. co.kr,-,-,-,-
4025,20050428,아미무역,정상영업,경기도 양주시 경기도 양주시 삼숭로129번길 195， 삼숭동 (삼숭동， A동，B동),-,11번가 등,오픈,종합몰,-,인터넷
4026,20050428,유진제과,정상영업,경기도 양주시 남면 입암리392-1,-,www.yujin food.co.kr,-,-,-,-
4027,20050427,동성당구대,정상영업,경기도 양주시 경기도 양주시 부흥로 1223 (유양동),-,www.bulons.com,개인,기타,당구대,인터넷
4028,20050426,큐리스,타시군구이관,경기도 양주시 경기도 양주시 덕정동 주공@ 506동 1003호,-,www.curiss.com,-,-,-,-
4029,20050426,태일건축,정상영업,경기도 양주시 은현면 선암리341-4,-,www.happy-homedeco.com,-,-,-,-
4030,20050412,정민식품,정상영업,경기도 양주시 경기도 양주시 부흥로 2038-62 (만송동),-,G마켓,오픈,건강/식품,-,인터넷
4031,20050411,휠 크리닉,정상영업,경기도 양주시 장흥면 579번지,-,www.wheelclinic.co.kr,-,-,-,-
4032,20050406,강아지이야기,정상영업,경기도 양주시 회정동871  금융@101-708호,-,cafe.daum.net jung puppy clud3,-,-,-,-
4033,20050329,루비,폐업처리,경기도 양주시 삼숭동 성우@105-903,-,www.aution.co.kr,-,-,-,-
4034,20050328,대조식품,정상영업,경기도 양주시 남면 한산리 121-2,-,http://www.daejofood.com,-,-,-,-
4035,20050318,일본직매장,폐업처리,경기도 양주시 덕정동 덕정주공104-1304,-,www.japandirect.co.kr,-,-,-,-
4036,20050315,패션위즈,직권취소,경기도 양주시 회정동369 범양테크노빌105-806,-,www.avction.co.kr,-,-,-,-
4037,20050303,주식회사 알천소나무,정상영업,경기도 양주시 은현면 용암리 367-1 (2층),-,www.onbebe.co.kr  www.bebelife.com www.gabiano.co.kr  www.totalbebe.com,-,-,-,-
4038,20050302,파란박스,폐업처리,경기도 양주시 덕계동 금광@107-305호,-,www.paranbox.co.kr,-,-,-,-
4039,20050221,㈜모아산업,정상영업,경기도 양주시 장흥면 일영리11-1,-,www.auction.co.kr,-,-,-,-
4040,20050205,㈜신안,정상영업,경기도 양주시 은현면 선암리344-1,-,www.sinanbalery.com,-,-,-,-
4041,20050205,프라임기프트,직권취소,경기도 양주시 산북동 1 한승@103-904,-,prime gift.co.kr,-,-,-,-
4042,20050203,㈜상아,폐업처리,경기도 양주시 광적면 석우리337-2,-,www.sangashop.co.kr,-,-,-,-
4043,20050203,예정,직권취소,경기도 양주시 산북동 한승@103-1101,-,yejoung.store.yahoo.co.kr,-,-,-,-
4044,20050202,한국에이브이 시스템㈜,정상영업,경기도 양주시 산북동329-2,-,HKAV.CO.KR AV STORY.CO.KR,-,-,-,-
4045,20050131,주식회사 진산,직권취소,경기도 양주시 광적면 우고리 150-11,-,www.diyrack.com,-,-,-,-
4046,20050127,비비빈티지,폐업처리,경기도 양주시 백석읍 오산리121-3,-,www.vivivintage.com,-,-,-,-
4047,20050124,센스우드 퍼니처,정상영업,경기도 양주시 고암동151-4,-,www.sensewood.com,-,-,-,-
4048,20050124,모리식품,폐업처리,경기도 양주시 광사동 363-10,-,www.morifood.co.kr,-,-,-,-
4049,20050117,피피화일,타시군구이관,경기도 양주시 경기도 양주시 청담로39번길 22-6 (고읍동),-,www.ppfile.com,-,기타,화일,인터넷
4050,20050117,금정사,폐업처리,경기도 양주시 남면 상수리 454-3,-,www.loadstone.co.kr,-,-,-,-
